clusterID,spread,centroidLat,centroidLon
c000755,0.0,47.24165,-102.77156
c000758,0.0,28.103631,-99.41663100000001
c000764,0.0,33.67944,-97.38502
c000778,0.0,36.50547720000001,-97.6906524
c000783,0.0,31.529031899999996,-102.9548489
c000791,0.0,41.75368333,-76.56726667
c000793,0.0,32.049856,-101.678989
c000796,0.0,29.256190000000004,-97.69301999999999
c000804,0.0,33.19083,-100.231238
c000805,0.0,31.668329999999997,-101.56195
c000810,0.0,30.517546999999997,-95.18100600000001
c000813,0.0,32.4076557199801,-103.198976260191
c000816,0.0,31.838079999999998,-101.33308000000001
c000821,0.0,31.491068,-102.936297
c000825,0.0,35.7407,-99.7694
c000831,0.0,33.022225,-102.798445
c000832,0.0,37.25338,-104.71529
c000835,0.0,36.640609999999995,-101.54428
c000836,0.0,33.050981,-97.38109399999999
c000838,0.0,29.0662042,-97.7676178
c000843,0.0,32.538146999999995,-102.63760500000001
c000847,0.0,37.12907,-101.53407
c000858,0.0,31.4513,-102.5391
c000861,0.0,36.4841506,-98.55421899999999
c000864,0.0,33.01354,-98.18244
c000868,0.0,32.760281,-103.49790300000001
c000875,0.0,36.57267,-100.77463
c000876,0.0,47.70388,-104.77251
c000878,0.0,31.476826000000003,-103.172037
c000879,0.0,31.930527,-103.13794200000001
c000886,0.0,45.111186058739,-105.117558092031
c000894,0.0,33.387493,-102.89357700000001
c000899,0.0,35.73895735,-98.71098411
c000901,0.0,31.578916999999997,-103.661443
c000907,0.0,31.470470199999998,-102.1938053
c000909,0.0,34.968478000000005,-96.352462
c000919,0.0,32.3353963,-102.0264567
c000922,0.0,37.066181,-97.78823632
c000923,0.0,32.99002,-102.906796
c000926,0.0,36.51811,-100.48125
c000928,0.0,48.240904,-102.463859
c000929,0.0,35.97139,-99.13131
c000931,0.0,31.928565999999996,-101.880313
c000932,0.0,31.440009999999997,-101.46011
c000936,0.0,35.925062,-101.84778299999999
c000944,0.0,31.523234000000002,-102.922158
c000950,0.0,33.1819,-98.16208
c000952,0.0,32.146332,-104.101763
c000953,0.0,47.1422,-102.924553
c000957,0.0,31.979491999999997,-102.64832209999999
c000964,0.0,31.35953,-100.90701
c000973,0.0,31.15694087,-103.4413437
c000974,0.0,28.609809999999996,-99.44644100000001
c000975,0.0,32.4472,-102.81267
c000982,0.0,32.6089255555556,-103.55345805555599
c000983,0.0,36.5153,-107.24535
c000990,0.0,33.07891,-97.69449
c000991,0.0,31.059941241,-103.038961176
c000995,0.0,33.055588,-98.173027
c001004,0.0,31.260014399999996,-103.32316879999999
c001006,0.0,32.435005,-102.598427
c001007,0.0,26.25266,-98.44060999999999
c001013,0.0,31.99053,-101.58293
c001023,0.0,43.48905,-105.46901000000001
c001032,0.0,43.391794,-106.27068899999999
c001035,0.0,36.642421999999996,-97.664873
c001037,0.0,40.1769,-109.833
c001042,0.0,40.023826,-110.01338999999999
c001049,0.0,34.480228718,-95.85495446
c001050,0.0,37.1941,-104.87998999999999
c001051,0.0,32.466,-102.79559300000001
c001063,0.0,31.187905999999998,-95.935895
c001066,0.0,40.19298,-110.3161
c001068,0.0,36.462720646,-98.355700065
c001069,0.0,35.95347981,-95.42241413
c001075,0.0,32.3035,-102.0188
c001101,0.0,26.7663,-99.2132
c001114,0.0,32.15256,-101.55614
c001117,0.0,31.80593,-102.33079000000001
c001118,0.0,32.5490833,-100.9242556
c001120,0.0,40.154338,-80.952543
c001127,0.0,36.17523,-107.65625
c001132,0.0,43.61889718,-105.661302
c001133,0.0,37.044627,-82.341837
c001143,0.0,26.200622,-98.88896899999999
c001145,0.0,32.401517999999996,-102.3330378
c001147,0.0,36.753639465,-98.78159615700001
c001150,0.0,43.781667,-105.472898
c001156,0.0,40.17098,-110.45798
c001163,0.0,40.06917,-109.97958
c001165,0.0,36.14458,-100.597241
c001170,0.0,30.477615000000004,-96.3571845
c001172,0.0,36.7271042,-107.390152
c001174,0.0,36.15876,-100.03914
c001181,0.0,31.79364194,-101.5443242
c001186,0.0,31.40488,-102.16754
c001189,0.0,37.13908,-82.04758000000001
c001191,0.0,41.418616,-104.48578
c001193,0.0,33.02263,-102.795606
c001194,0.0,30.87932,-102.202579
c001196,0.0,36.174051834000004,-99.046678371
c001199,0.0,40.23076,-110.250290024
c001205,0.0,29.41936667,-97.17331111
c001206,0.0,35.103284,-97.716915
c001215,0.0,32.163105,-102.768463
c001224,0.0,32.0363848,-101.73289220000001
c001228,0.0,32.7854367,-103.49473499999999
c001238,0.0,32.124651,-102.577454
c001243,0.0,32.6305,-104.11912
c001247,0.0,32.7824066962281,-103.520519536888
c001252,0.0,31.404044,-101.96678
c001254,0.0,32.117599,-94.81398
c001256,0.0,30.938066,-103.170491
c001258,0.0,32.46985,-95.592385
c001259,0.0,35.696917,-98.119073
c001264,0.0,33.695159999999994,-98.521393
c001278,0.0,32.1511200598724,-103.535697616859
c001281,0.0,31.4076,-102.4921
c001282,0.0,32.088444,-102.208044
c001289,0.0,31.341978000000005,-101.92631999999999
c001290,0.0,34.886503000000005,-97.806097
c001294,0.0,31.33953,-103.129063
c001300,0.0,47.2616063,-103.80328929999999
c001302,0.0,35.928609754,-99.246484181
c001303,0.0,36.448198803000004,-98.572956961
c001309,0.0,32.212784,-93.703144
c001311,0.0,32.0977305,-101.34425279999999
c001322,0.0,31.807740000000003,-101.2803
c001338,0.0,31.434919,-102.187706
c001341,0.0,31.443730199999997,-103.3872142
c001344,0.0,31.310194,-102.04524599999999
c001346,0.0,32.2795987277778,-101.55652626388901
c001349,0.0,31.985426,-104.17447800000001
c001352,0.0,36.911660882,-97.73631078
c001354,0.0,32.052929999999996,-101.6617
c001356,0.0,32.086375,-102.303352
c001370,0.0,31.65009444,-103.7497558
c001374,0.0,28.580090000000002,-98.52718
c001376,0.0,33.426033000000004,-98.555223
c001377,0.0,31.442926,-104.054005
c001383,0.0,31.7012561,-101.33635600000001
c001387,0.0,31.45636944,-102.6634833
c001389,0.0,33.526959999999995,-97.85116
c001394,0.0,33.6761,-96.7681
c001396,0.0,31.34013,-101.27320999999999
c001398,0.0,36.22294,-107.99566999999999
c001399,0.0,31.699054999999998,-102.96545
c001405,0.0,32.479419980199395,-101.73989
c001408,0.0,40.040766,-110.080878
c001412,0.0,30.517359999999996,-94.62944
c001417,0.0,31.363528999999996,-103.316863
c001425,0.0,31.879942,-101.70865400000001
c001427,0.0,31.678262,-103.25585799999999
c001431,0.0,35.7529,-98.5045
c001433,0.0,31.563819,-103.702893
c001434,0.0,40.30846,-109.79257
c001443,0.0,30.768795,-96.150829
c001444,0.0,30.628725,-96.6403
c001450,0.0,43.375552,-106.311357
c001451,0.0,35.7986,-98.0425
c001453,0.0,32.214719,-102.522276
c001455,0.0,36.326271399999996,-100.9193828
c001465,0.0,37.165,-107.700325
c001471,0.0,36.333009999999994,-96.93559
c001473,0.0,31.507454100000004,-102.9713349
c001480,0.0,36.538202899999995,-101.362963
c001489,0.0,32.45472,-101.73659
c001496,0.0,29.220407,-97.462862
c001500,0.0,48.997133000000005,-100.624431
c001505,0.0,32.230071,-101.377732
c001507,0.0,36.62659,-99.19141
c001512,0.0,31.36689,-102.87441
c001520,0.0,30.847569,-96.545078
c001521,0.0,40.00723,-110.0892
c001526,0.0,28.872906,-98.220219
c001527,0.0,31.6286472015933,-101.032244444444
c001542,0.0,31.88157167,-102.17269250000001
c001550,0.0,35.84015,-98.29758000000001
c001554,0.0,35.059119,-97.777762
c001555,0.0,36.57322,-100.55439
c001557,0.0,30.931596999999996,-95.887148
c001560,0.0,32.475869,-102.62531899999999
c001567,0.0,35.707329,-100.262787
c001571,0.0,41.43443,-76.91663
c001575,0.0,33.196979999999996,-102.6986
c001582,0.0,31.906706,-101.73944399999999
c001591,0.0,32.096402000000005,-101.48835600000001
c001593,0.0,31.689434999999996,-103.434993
c001599,0.0,36.211209999999994,-107.97143
c001602,0.0,31.485476799999997,-102.01782474
c001605,0.0,48.195898,-102.364478
c001607,0.0,29.758982,-96.53390999999999
c001609,0.0,31.087034999999997,-101.081988
c001624,0.0,47.980937,-102.451045
c001629,0.0,48.10889,-102.433667
c001634,0.0,33.45532,-88.10199
c001636,0.0,31.934159,-101.71807
c001638,0.0,31.66998,-103.53484
c001641,0.0,36.041896,-97.352106
c001653,0.0,37.23761,-104.83115
c001658,0.0,31.975472999999997,-102.395473
c001661,0.0,34.27772,-97.40853
c001662,0.0,32.157894,-94.212662
c001666,0.0,27.678379999999997,-99.15759
c001669,0.0,36.796929999999996,-98.86483
c001670,0.0,36.738272104,-98.338043845
c001677,0.0,32.0512,-103.3312
c001678,0.0,32.535551,-103.511555
c001686,0.0,31.977591999999998,-101.41027
c001691,0.0,31.1114852,-103.1502442
c001696,0.0,32.37623,-101.29683
c001702,0.0,30.905590000000004,-95.86399999999999
c001704,0.0,33.380699,-98.208588
c001725,0.0,32.94332444,-102.25651424
c001728,0.0,40.0439616666667,-110.070646805556
c001739,0.0,32.494824,-101.708665
c001744,0.0,33.108928000000006,-100.132867
c001745,0.0,41.55981,-108.53244199999999
c001753,0.0,31.07777,-89.63939
c001769,0.0,28.662906,-100.08031899999999
c001773,0.0,40.125104,-109.75671000000001
c001783,0.0,31.405386,-101.71065300000001
c001802,0.0,31.9732687,-102.66131750000001
c001804,0.0,35.941413,-98.84688
c001830,0.0,32.137179095,-93.746451579
c001833,0.0,36.7978984,-98.3748487
c001837,0.0,37.10538,-107.77306999999999
c001847,0.0,36.258332,-107.675335
c001860,0.0,36.7239,-99.7796
c001869,0.0,31.713095000000003,-103.708065
c001872,0.0,32.105807,-101.994012
c001878,0.0,31.8410755,-101.5979212
c001886,0.0,32.3123049,-101.9659015
c001890,0.0,32.490265,-100.176582
c001891,0.0,31.645881,-101.427867
c001893,0.0,47.731401,-103.748598
c001895,0.0,30.169515999999998,-96.758483
c001912,0.0,35.836506,-101.706748
c001915,0.0,29.023023,-98.005036
c001923,0.0,32.838474,-98.652695
c001926,0.0,36.961139,-101.369861
c001942,0.0,42.883037,-105.08718700000001
c001951,0.0,28.4226,-98.5276
c001958,0.0,47.9707801112624,-105.020842672882
c001959,0.0,31.9505,-102.57311388888901
c001962,0.0,27.812848,-99.50332900000001
c001963,0.0,36.754442762,-98.59215657
c001973,0.0,31.101746999999996,-101.860897
c001984,0.0,36.086447,-98.635749
c001989,0.0,31.214078999999998,-103.02396
c001991,0.0,36.0952218310135,-103.805675847968
c001994,0.0,31.583809999999996,-102.31296999999999
c002009,0.0,40.436890000000005,-104.23191
c002021,0.0,32.005972,-102.379778
c002024,0.0,36.885132752,-98.40043497299999
c002029,0.0,36.594272499999995,-101.28664559999999
c002035,0.0,31.697156,-101.4256
c002037,0.0,32.385331699999995,-102.7574382
c002039,0.0,32.36125,-101.506073
c002047,0.0,42.446633,-109.69265800000001
c002048,0.0,31.61211306,-102.32245859999999
c002049,0.0,36.305169,-97.289621
c002051,0.0,34.81089,-96.09415
c002072,0.0,30.868014399999996,-92.02035740000001
c002073,0.0,30.931697999999997,-102.15011899999999
c002078,0.0,31.455731,-103.443887
c002084,0.0,31.858765000000002,-103.460678
c002099,0.0,31.77887,-101.67175
c002102,0.0,32.152468,-104.00033499999999
c002108,0.0,32.0493972,-102.2258223
c002109,0.0,32.8078846,-104.187973
c002113,0.0,31.9183322,-101.4636859
c002114,0.0,32.034623417,-103.875351506
c002116,0.0,32.77323,-99.3889
c002117,0.0,31.94612,-103.45649399999999
c002120,0.0,35.65199284,-98.32997076
c002123,0.0,40.205942,-109.47997
c002124,0.0,27.90755,-97.37778
c002125,0.0,39.898531,-109.84433600000001
c002126,0.0,32.454663888888895,-101.88347222222201
c002134,0.0,35.364784998000005,-99.943709377
c002135,0.0,33.025106,-102.772598
c002148,0.0,32.95819,-97.37825
c002149,0.0,31.061291999999998,-95.52981199999999
c002152,0.0,31.94019003,-101.7057364
c002177,0.0,32.040696999999994,-102.681703
c002182,0.0,28.820587,-99.416836
c002184,0.0,36.27532,-97.13648
c002188,0.0,35.78315,-99.99574799999999
c002190,0.0,36.217313,-96.800423
c002194,0.0,46.981406,-103.087758
c002197,0.0,31.8610385,-101.61712370000001
c002201,0.0,31.5,-94.23
c002202,0.0,33.30982,-98.17237
c002203,0.0,32.003701,-102.326945
c002204,0.0,40.02978,-110.47698000000001
c002208,0.0,32.639797200000004,-103.8848433
c002209,0.0,35.7489638,-96.4888
c002211,0.0,29.6274,-97.2007
c002219,0.0,31.969553868000002,-103.91053313799999
c002221,0.0,32.42443,-101.09603
c002236,0.0,32.1854680486503,-102.240486916624
c002240,0.0,31.476771000000003,-102.95550899999999
c002244,0.0,31.823140000000002,-103.56354
c002246,0.0,36.507185068000005,-98.61684283700001
c002249,0.0,34.926079299,-96.73376656399999
c002265,0.0,31.884940000000004,-102.10551
c002269,0.0,31.1009,-102.284532
c002270,0.0,35.999653,-97.830244
c002276,0.0,31.173911,-101.25477
c002281,0.0,39.993607,-109.602953
c002282,0.0,32.529258,-100.921897
c002284,0.0,31.313265,-102.306969
c002286,0.0,32.36531,-103.64818000000001
c002292,0.0,35.82691,-97.81328
c002295,0.0,31.080399,-100.22827
c002320,0.0,36.088178000000006,-101.93100799999999
c002323,0.0,32.237398,-93.422699
c002337,0.0,35.697621999999996,-97.797286
c002343,0.0,36.173838,-98.99736999999999
c002351,0.0,36.71734,-100.538078
c002362,0.0,36.595591999999996,-95.749628
c002376,0.0,40.198433,-109.794868
c002379,0.0,31.69547,-102.07332
c002381,0.0,36.238333000000004,-96.780917
c002383,0.0,32.394444,-103.21972199999999
c002385,0.0,31.961755,-102.66274
c002387,0.0,35.348511,-99.818263
c002395,0.0,47.680946999999996,-104.078872
c002396,0.0,32.6276891,-103.001719
c002398,0.0,33.000118,-98.341379
c002402,0.0,32.327028000000006,-101.676404
c002410,0.0,39.243565000000004,-80.394802
c002414,0.0,36.05672,-100.93700000000001
c002416,0.0,35.423725,-99.42362800000001
c002417,0.0,32.585983,-102.650888
c002419,0.0,30.287340999999998,-96.931554
c002421,0.0,29.579496000000002,-97.100314
c002428,0.0,32.208403000000004,-101.705718
c002430,0.0,33.470397,-101.51973100000001
c002434,0.0,28.193533000000002,-99.23907700000001
c002436,0.0,32.165711699999996,-101.5821882
c002437,0.0,33.088365988,-100.224677268
c002441,0.0,32.565081,-103.011628
c002443,0.0,32.11291944,-101.1747167
c002450,0.0,31.83884,-103.735
c002462,0.0,31.990163899999995,-102.2742195
c002467,0.0,48.364650700000006,-103.1415767
c002469,0.0,36.5594881,-97.5089825
c002471,0.0,32.152125,-102.90513100000001
c002472,0.0,35.840443,-97.62970899999999
c002474,0.0,35.04274,-96.64126999999999
c002481,0.0,31.3702725,-103.42890277777799
c002482,0.0,36.11434439999999,-100.7265944
c002484,0.0,40.314098,-80.727788
c002486,0.0,37.153289,-82.184825
c002510,0.0,32.3457187,-104.2083355
c002511,0.0,31.427559999999996,-102.01337
c002524,0.0,36.027678,-99.658346
c002543,0.0,32.1367505138784,-103.763831801743
c002564,0.0,32.50841,-101.988052
c002573,0.0,39.9775,-104.93305600000001
c002575,0.0,32.483836,-94.117755
c002576,0.0,40.11217,-110.13343
c002584,0.0,31.190255800000003,-103.1840973
c002590,0.0,33.31785,-98.279375
c002602,0.0,32.26344,-102.2628
c002605,0.0,33.2674,-97.27011
c002618,0.0,36.171911,-96.768665
c002621,0.0,32.45597,-103.67864
c002624,0.0,39.316759999999995,-80.1662
c002631,0.0,33.077942,-100.139214
c002637,0.0,31.759871,-101.326882
c002646,0.0,31.955771999999996,-103.905354
c002649,0.0,32.30233,-101.82387
c002654,0.0,31.921998,-102.073188
c002657,0.0,37.123067,-82.259086
c002659,0.0,31.449123999999998,-103.188278
c002661,0.0,32.33231,-102.6805
c002664,0.0,35.201665999999996,-96.60166600000001
c002669,0.0,31.662259999999996,-102.578558
c002670,0.0,31.912755999999998,-103.558026
c002676,0.0,34.97249,-97.998083
c002680,0.0,32.783407000000004,-98.71141899999999
c002688,0.0,35.708964,-99.06343000000001
c002689,0.0,32.418929999999996,-102.81221
c002690,0.0,33.743696,-96.798796
c002692,0.0,31.555553000000003,-101.36168
c002702,0.0,32.016433,-101.819149
c002703,0.0,32.138117,-104.243286
c002712,0.0,32.208078,-102.148614
c002714,0.0,36.099309999999996,-100.96907
c002716,0.0,40.16485,-110.32533000000001
c002718,0.0,47.097989,-103.353197
c002721,0.0,31.55429,-103.9489
c002725,0.0,31.656894,-94.409319
c002727,0.0,33.16147,-97.1453
c002729,0.0,33.2146,-97.2642
c002733,0.0,35.783784999999995,-98.01361800000001
c002736,0.0,28.5439341,-99.06147659999999
c002740,0.0,31.648931,-94.430161
c002743,0.0,31.404716999999998,-102.12279699999999
c002747,0.0,40.07082,-110.34707
c002749,0.0,31.7677333,-101.37756949999999
c002753,0.0,33.032312,-102.85055
c002756,0.0,32.78831569,-104.2633579
c002768,0.0,28.77579,-100.17854
c002774,0.0,32.138097722,-104.23924720000001
c002775,0.0,40.184290000000004,-109.38576
c002776,0.0,37.100088,-82.280064
c002777,0.0,31.645495,-101.386724
c002791,0.0,40.494975,-104.47350300000001
c002793,0.0,32.35476,-102.0099
c002795,0.0,43.62113,-105.9363
c002797,0.0,43.8489,-106.0984
c002798,0.0,39.86242,-81.37735
c002808,0.0,27.790464,-99.4621
c002809,0.0,35.806697,-97.797177
c002811,0.0,34.72739,-97.34364000000001
c002822,0.0,31.947994,-102.475027
c002823,0.0,28.543978000000003,-99.68717
c002826,0.0,32.363439,-101.889191
c002830,0.0,31.205825,-95.906913
c002831,0.0,31.83526908,-101.93378418
c002832,0.0,36.1163391,-97.96621400000001
c002836,0.0,32.45776,-103.455984
c002840,0.0,32.547168199999994,-100.941006
c002843,0.0,31.626409999999996,-93.93445
c002847,0.0,32.4563936,-103.5157622
c002855,0.0,31.3845689,-102.84532469999999
c002860,0.0,48.663486,-103.59833
c002864,0.0,48.03176,-102.395259
c002865,0.0,37.118694,-82.228524
c002867,0.0,36.985457499,-98.362198083
c002879,0.0,40.002494,-110.238056
c002882,0.0,31.7562,-101.37873
c002889,0.0,37.043349,-107.628998
c002896,0.0,26.668987683,-98.512291673
c002904,0.0,32.358263,-101.91038499999999
c002919,0.0,35.85565,-99.7361
c002921,0.0,40.851725,-79.818022
c002939,0.0,32.087540000000004,-101.37848000000001
c002943,0.0,36.01369772,-98.17845147
c002945,0.0,31.857516999999998,-102.72609
c002946,0.0,36.856559999999995,-99.89424
c002948,0.0,33.88112285,-98.78290697
c002952,0.0,47.96368,-103.42925
c002957,0.0,35.896811,-101.792144
c002966,0.0,32.539393,-100.936418
c002967,0.0,28.601885,-99.216841
c002968,0.0,37.23332,-104.8656
c002970,0.0,32.7311690750568,-103.910458849
c002971,0.0,35.87376,-100.36714
c002972,0.0,35.984716,-98.0974
c002973,0.0,37.10752,-99.89383000000001
c002975,0.0,32.4174166,-102.57388890000001
c002984,0.0,35.72586,-98.70241
c002986,0.0,34.838999,-97.490494
c002989,0.0,31.865047999999998,-104.200632
c002991,0.0,31.394289,-102.478004
c003006,0.0,36.578554600000004,-97.5894058
c003011,0.0,31.934418,-103.139716
c003015,0.0,34.302865000000004,-97.28448
c003016,0.0,35.291616,-98.058787
c003018,0.0,36.11613,-98.513685
c003021,0.0,31.224517699999996,-101.920887
c003025,0.0,31.692818,-102.96278000000001
c003031,0.0,35.492756,-98.387178
c003044,0.0,32.16982,-101.69887
c003047,0.0,32.240226,-101.414613
c003050,0.0,36.55054693,-98.280220238
c003051,0.0,32.668490000000006,-103.5291
c003054,0.0,31.789689000000003,-103.459079
c003060,0.0,33.79242,-98.4783
c003063,0.0,32.498911,-101.826307
c003066,0.0,32.362096,-102.521703
c003069,0.0,36.043242,-100.89941800000001
c003079,0.0,32.98622,-102.930464
c003083,0.0,32.352940000000004,-101.538455
c003089,0.0,29.265878000000004,-97.292681
c003092,0.0,34.017292,-98.956435
c003093,0.0,32.34195461,-103.57918029999999
c003094,0.0,40.2235384082011,-110.225533310029
c003095,0.0,31.931859999999997,-102.60534
c003096,0.0,31.738795,-101.3335
c003101,0.0,36.841891458,-98.908551875
c003104,0.0,31.630571000000003,-102.990841
c003110,0.0,32.29823,-101.16571
c003111,0.0,35.940740000000005,-97.60181
c003114,0.0,31.8812595,-103.0591515
c003120,0.0,32.4368449,-102.734238
c003124,0.0,32.499009,-103.163044
c003132,0.0,36.00428,-97.4736
c003147,0.0,40.73014125,-103.95294809999999
c003153,0.0,35.740578,-98.043667
c003158,0.0,35.59264,-97.748626
c003159,0.0,40.37014,-110.25223999999999
c003163,0.0,28.024071999999997,-99.405158
c003168,0.0,43.75159,-105.65273
c003173,0.0,32.048491,-102.671965
c003182,0.0,32.4086073,-100.9505767
c003183,0.0,35.1027,-97.748346
c003189,0.0,36.9373,-108.0262604
c003190,0.0,28.5115,-100.0473
c003195,0.0,36.335949,-97.45375
c003207,0.0,36.632531836,-97.139999858
c003209,0.0,39.2923,-80.15006
c003217,0.0,33.17962,-97.283386
c003222,0.0,28.362868,-99.597996
c003237,0.0,40.1146,-109.77474
c003240,0.0,32.44339,-102.60665999999999
